,GT,Predict
6651,5.0,3.066
6652,5.0,3.087
6653,5.0,3.077
6654,5.0,3.055
6655,4.0,3.084
6656,4.0,3.1
6657,2.0,3.027
6658,3.0,3.085
6659,5.0,3.041
6660,3.0,3.096
6661,3.0,3.11
6662,3.0,3.065
6663,1.0,3.091
6664,2.0,3.065
6665,4.0,3.077
6666,3.0,3.087
6667,1.0,3.077
6668,5.0,3.084
6669,4.0,3.1
6670,4.0,3.027
6671,5.0,3.085
6672,3.0,3.096
6673,4.0,3.12
6674,2.0,3.058
6675,2.0,3.046
6676,5.0,3.027
6677,3.0,3.11
6678,5.0,3.049
6679,4.0,3.065
6680,3.0,3.08
6681,2.0,3.077
6682,3.0,3.087
6683,3.0,3.084
6684,4.0,3.107
6685,3.0,3.077
6686,3.0,3.027
6687,4.0,3.091
6688,3.0,3.085
6689,3.0,3.064
6690,4.0,3.044
6691,4.0,3.096
6692,4.0,3.11
6693,5.0,3.019
6694,3.0,3.011
6695,2.0,3.062
6696,5.0,2.968
6697,4.0,3.05
6698,4.0,3.099
6699,4.0,3.061
6700,4.0,3.087
6701,4.0,3.005
6702,3.0,3.077
6703,4.0,3.094
6704,4.0,3.077
6705,4.0,3.039
6706,5.0,3.085
6707,4.0,3.082
6708,4.0,3.061
6709,4.0,3.057
6710,4.0,3.054
6711,5.0,3.03
6712,4.0,3.084
6713,5.0,2.935
6714,5.0,3.107
6715,4.0,3.077
6716,3.0,3.1
6717,3.0,3.027
6718,4.0,3.059
6719,4.0,3.06
6720,3.0,3.045
6721,4.0,3.091
6722,4.0,3.067
6723,4.0,3.085
6724,5.0,3.036
6725,5.0,3.044
6726,5.0,3.033
6727,5.0,3.064
6728,5.0,3.065
6729,5.0,3.072
6730,5.0,3.056
6731,5.0,3.059
6732,5.0,3.051
6733,4.0,3.077
6734,4.0,3.044
6735,4.0,3.036
6736,2.0,3.12
6737,4.0,3.058
6738,4.0,3.046
6739,4.0,3.049
6740,5.0,3.027
6741,1.0,3.11
6742,1.0,3.071
6743,5.0,3.049
6744,4.0,3.055
6745,4.0,3.051
6746,4.0,3.019
6747,1.0,3.049
6748,3.0,3.011
6749,2.0,3.08
6750,4.0,3.085
6751,1.0,3.073
6752,3.0,2.992
6753,4.0,3.069
6754,5.0,2.968
6755,5.0,3.049
6756,3.0,3.064
6757,2.0,3.024
6758,2.0,3.065
6759,5.0,3.028
6760,4.0,3.05
6761,4.0,3.088
6762,3.0,3.091
6763,5.0,3.04
6764,2.0,3.033
6765,5.0,3.045
6766,3.0,3.087
6767,5.0,3.011
6768,3.0,3.077
6769,4.0,3.05
6770,5.0,3.044
6771,1.0,3.076
6772,2.0,3.055
6773,3.0,3.099
6774,3.0,3.087
6775,4.0,3.059
6776,4.0,3.037
6777,4.0,3.077
6778,4.0,3.039
6779,5.0,3.049
6780,5.0,3.047
6781,4.0,3.071
6782,3.0,3.079
6783,4.0,3.082
6784,4.0,3.045
6785,3.0,3.036
6786,4.0,3.06
6787,3.0,3.062
6788,4.0,3.068
6789,3.0,3.054
6790,3.0,3.081
6791,2.0,3.072
6792,3.0,3.072
6793,4.0,3.069
6794,1.0,3.077
6795,4.0,3.09
6796,4.0,3.057
6797,4.0,3.084
6798,2.0,2.935
6799,2.0,3.059
6800,2.0,3.059
6801,2.0,3.045
6802,1.0,3.091
6803,3.0,3.067
6804,2.0,3.085
6805,4.0,3.036
6806,3.0,3.041
6807,3.0,3.072
6808,3.0,3.014
6809,4.0,3.12
6810,2.0,3.096
6811,2.0,3.11
6812,4.0,3.051
6813,4.0,3.086
6814,3.0,3.04
6815,4.0,3.033
6816,4.0,3.051
6817,3.0,3.049
6818,5.0,3.061
6819,4.0,3.01
6820,3.0,3.065
6821,3.0,3.131
6822,2.0,3.036
6823,3.0,3.005
6824,4.0,3.071
6825,4.0,3.048
6826,3.0,3.062
6827,5.0,3.069
6828,4.0,3.055
6829,4.0,2.968
6830,5.0,3.049
6831,4.0,3.05
6832,4.0,3.067
6833,3.0,3.102
6834,2.0,3.028
6835,2.0,3.091
6836,5.0,3.028
6837,3.0,3.033
6838,4.0,3.087
6839,5.0,3.032
6840,5.0,3.07
6841,5.0,3.081
6842,3.0,3.054
6843,4.0,3.061
6844,4.0,3.087
6845,4.0,3.005
6846,4.0,3.078
6847,4.0,3.011
6848,3.0,3.092
6849,2.0,3.063
6850,4.0,3.076
6851,1.0,3.055
6852,5.0,3.041
6853,3.0,3.108
6854,4.0,3.032
6855,4.0,3.005
6856,3.0,3.07
6857,1.0,3.07
6858,4.0,3.1
6859,2.0,2.969
6860,3.0,3.065
6861,4.0,3.114
6862,3.0,3.039
6863,4.0,3.049
6864,4.0,3.083
6865,3.0,3.047
6866,4.0,3.046
6867,4.0,3.049
6868,4.0,3.082
6869,2.0,3.036
6870,3.0,3.06
6871,5.0,3.067
6872,4.0,3.102
6873,1.0,3.081
6874,3.0,3.056
6875,4.0,3.044
6876,5.0,3.062
6877,5.0,3.094
6878,4.0,3.05
6879,4.0,3.035
6880,4.0,3.033
6881,3.0,3.041
6882,3.0,3.055
6883,4.0,3.091
6884,4.0,3.053
6885,3.0,3.09
6886,4.0,3.084
6887,3.0,3.1
6888,3.0,3.055
6889,4.0,3.027
6890,5.0,3.085
6891,3.0,3.041
6892,4.0,3.056
6893,4.0,3.077
6894,3.0,3.044
6895,3.0,3.036
6896,4.0,3.12
6897,4.0,3.015
6898,4.0,3.049
6899,1.0,3.11
6900,2.0,3.071
6901,3.0,3.049
6902,4.0,3.055
6903,5.0,3.065
6904,3.0,3.08
6905,4.0,3.091
6906,4.0,3.072
6907,5.0,3.015
6908,2.0,3.065
6909,3.0,3.087
6910,5.0,3.085
6911,5.0,3.084
6912,2.0,3.055
6913,5.0,3.027
6914,2.0,3.045
6915,4.0,3.085
6916,3.0,3.056
6917,1.0,3.044
6918,3.0,3.058
6919,3.0,3.046
6920,2.0,3.096
6921,1.0,3.071
6922,4.0,3.019
6923,2.0,3.065
6924,5.0,2.968
6925,2.0,3.091
6926,2.0,3.003
6927,4.0,3.077
6928,3.0,3.087
6929,4.0,3.077
6930,4.0,3.002
6931,2.0,3.085
6932,1.0,3.1
6933,5.0,3.084
6934,5.0,3.027
6935,2.0,3.045
6936,5.0,3.085
6937,4.0,3.056
6938,5.0,3.12
6939,2.0,3.058
6940,3.0,3.096
6941,4.0,3.027
6942,4.0,3.11
6943,5.0,3.049
6944,5.0,3.055
6945,5.0,3.091
6946,3.0,3.044
6947,3.0,3.003
6948,4.0,3.087
6949,1.0,3.037
6950,4.0,3.054
6951,4.0,3.084
6952,4.0,2.935
6953,3.0,3.107
6954,3.0,3.077
6955,3.0,3.027
6956,2.0,3.045
6957,3.0,3.091
6958,5.0,3.085
6959,3.0,3.116
6960,5.0,3.036
6961,2.0,2.972
6962,3.0,3.033
6963,1.0,3.093
6964,2.0,3.064
6965,1.0,3.052
6966,2.0,3.087
6967,5.0,3.072
6968,4.0,3.014
6969,2.0,3.059
6970,4.0,3.051
6971,3.0,3.044
6972,4.0,3.036
6973,4.0,3.058
6974,4.0,3.027
6975,4.0,3.055
6976,4.0,3.051
6977,4.0,3.014
6978,4.0,3.086
6979,4.0,3.019
6980,4.0,3.04
6981,4.0,3.083
6982,3.0,3.073
6983,4.0,3.033
6984,4.0,3.051
6985,3.0,3.013
6986,5.0,3.049
6987,3.0,3.01
6988,4.0,3.065
6989,4.0,3.068
6990,2.0,3.131
6991,4.0,3.011
6992,5.0,3.08
6993,3.0,3.085
6994,4.0,3.036
6995,5.0,3.091
6996,4.0,3.122
6997,4.0,3.005
6998,5.0,3.013
6999,4.0,3.071
7000,4.0,3.06
7001,2.0,2.992
7002,5.0,3.062
7003,4.0,3.051
7004,5.0,3.069
7005,5.0,3.055
7006,5.0,2.968
7007,5.0,3.049
7008,5.0,3.05
7009,2.0,3.066
7010,5.0,3.067
7011,4.0,3.102
7012,3.0,3.091
7013,3.0,3.086
7014,3.0,3.076
7015,4.0,3.068
7016,3.0,3.049
7017,1.0,3.076
7018,3.0,3.06
7019,4.0,3.061
7020,2.0,3.037
7021,4.0,3.069
7022,4.0,3.021
7023,4.0,3.028
7024,2.0,3.085
7025,2.0,3.088
7026,2.0,3.003
7027,5.0,3.028
7028,4.0,3.117
7029,3.0,3.04
7030,3.0,3.123
7031,4.0,3.062
7032,3.0,3.048
7033,3.0,3.045
7034,4.0,3.032
7035,3.0,3.085
7036,3.0,3.07
7037,5.0,3.081
7038,3.0,3.054
7039,3.0,3.08
7040,5.0,3.061
7041,3.0,3.087
7042,5.0,3.005
7043,3.0,3.066
7044,3.0,3.023
7045,5.0,3.078
7046,5.0,3.011
7047,4.0,3.1
7048,4.0,3.05
7049,3.0,3.037
7050,4.0,3.075
7051,4.0,3.043
7052,4.0,3.044
7053,4.0,3.01
7054,4.0,3.092
7055,4.0,3.036
7056,2.0,3.053
7057,4.0,3.063
7058,2.0,3.107
7059,5.0,3.08
7060,5.0,3.076
7061,3.0,3.055
7062,1.0,3.108
7063,5.0,3.032
7064,3.0,3.047
7065,3.0,3.099
7066,5.0,3.103
7067,5.0,3.005
7068,4.0,3.1
7069,5.0,3.063
7070,3.0,3.067
7071,4.0,3.087
7072,2.0,3.06
7073,4.0,3.098
7074,2.0,3.016
7075,2.0,3.076
7076,1.0,3.088
7077,4.0,3.072
7078,4.0,3.1
7079,4.0,3.065
7080,4.0,3.039
7081,5.0,3.049
7082,3.0,3.083
7083,5.0,3.047
7084,5.0,3.046
7085,4.0,3.017
7086,4.0,3.071
7087,3.0,3.064
7088,5.0,3.082
7089,4.0,3.062
7090,3.0,3.038
7091,4.0,3.087
7092,4.0,3.082
7093,4.0,3.067
7094,2.0,3.081
7095,3.0,3.084
7096,4.0,3.06
7097,3.0,3.111
7098,4.0,3.026
7099,4.0,3.069
7100,4.0,3.089
7101,4.0,3.076
7102,4.0,3.104
7103,3.0,3.058
7104,3.0,3.07
7105,4.0,3.068
7106,4.0,3.123
7107,5.0,3.073
7108,3.0,3.063
7109,5.0,3.055
7110,3.0,3.009
7111,4.0,3.081
7112,2.0,3.072
7113,2.0,3.054
7114,4.0,3.032
7115,4.0,3.055
7116,4.0,3.044
7117,3.0,3.067
7118,4.0,3.035
7119,3.0,3.089
7120,4.0,3.062
7121,2.0,3.044
7122,2.0,3.017
7123,4.0,3.083
7124,5.0,3.06
7125,3.0,3.071
7126,4.0,3.091
7127,1.0,3.094
7128,3.0,3.084
7129,4.0,3.027
7130,3.0,3.059
7131,5.0,3.041
7132,4.0,3.065
7133,5.0,3.069
7134,3.0,3.04
7135,5.0,3.01
7136,4.0,3.065
7137,4.0,3.061
7138,4.0,3.081
7139,5.0,3.041
7140,5.0,3.084
7141,3.0,3.1
7142,4.0,3.055
7143,1.0,3.027
7144,4.0,3.056
7145,4.0,3.046
7146,5.0,3.027
7147,3.0,3.091
7148,5.0,3.072
7149,1.0,3.065
7150,5.0,3.087
7151,5.0,3.059
7152,5.0,3.039
7153,2.0,3.054
7154,1.0,3.07
7155,3.0,3.1
7156,1.0,2.998
7157,1.0,3.115
7158,3.0,3.084
7159,3.0,3.055
7160,4.0,3.027
7161,3.0,3.045
7162,4.0,3.085
7163,5.0,3.056
7164,2.0,3.044
7165,2.0,3.036
7166,4.0,3.015
7167,4.0,3.027
7168,3.0,3.11
7169,3.0,3.08
7170,1.0,3.091
7171,4.0,3.077
7172,2.0,3.087
7173,3.0,3.059
7174,4.0,3.004
7175,2.0,3.077
7176,4.0,3.054
7177,3.0,3.07
7178,3.0,2.969
7179,5.0,3.084
7180,5.0,3.027
7181,4.0,3.085
7182,5.0,3.036
7183,4.0,2.997
7184,4.0,3.065
7185,4.0,3.068
7186,4.0,3.085
7187,5.0,2.992
7188,5.0,2.968
7189,5.0,3.049
7190,5.0,3.011
7191,5.0,3.05
7192,4.0,3.077
7193,5.0,3.076
7194,4.0,3.065
7195,4.0,3.082
7196,2.0,3.078
7197,5.0,3.062
7198,4.0,3.054
7199,4.0,3.028
7200,3.0,3.051
7201,3.0,3.061
7202,5.0,3.084
7203,4.0,3.027
7204,5.0,3.036
7205,3.0,3.064
7206,3.0,3.052
7207,3.0,3.036
7208,2.0,3.027
7209,5.0,3.019
7210,5.0,3.051
7211,4.0,3.013
7212,5.0,3.049
7213,4.0,3.061
7214,3.0,3.131
7215,5.0,3.005
7216,5.0,3.071
7217,3.0,3.069
7218,5.0,2.968
7219,4.0,3.05
7220,5.0,3.029
7221,1.0,3.102
7222,3.0,3.068
7223,4.0,3.064
7224,4.0,3.061
7225,5.0,3.024
7226,4.0,3.091
7227,4.0,3.028
7228,4.0,3.04
7229,4.0,3.033
7230,4.0,3.087
7231,2.0,3.005
7232,4.0,3.078
7233,3.0,3.066
7234,1.0,3.05
7235,5.0,3.037
7236,5.0,3.043
7237,3.0,3.092
7238,5.0,3.036
7239,4.0,3.076
7240,5.0,3.114
7241,5.0,3.049
7242,1.0,3.085
7243,5.0,3.069
7244,5.0,3.067
7245,5.0,3.084
7246,4.0,3.085
7247,3.0,3.041
7248,3.0,3.077
7249,4.0,3.044
7250,3.0,3.12
7251,4.0,3.096
7252,4.0,3.027
7253,4.0,3.11
7254,3.0,3.077
7255,4.0,3.084
7256,2.0,3.045
7257,3.0,3.041
7258,2.0,3.096
7259,4.0,3.015
7260,2.0,3.027
7261,5.0,3.071
7262,3.0,3.014
7263,5.0,3.033
7264,2.0,3.051
7265,4.0,3.049
7266,3.0,3.01
7267,5.0,3.08
7268,5.0,3.05
7269,4.0,3.036
7270,3.0,3.06
7271,5.0,3.048
7272,3.0,3.049
7273,3.0,3.05
7274,4.0,3.102
7275,5.0,3.067
7276,3.0,3.102
7277,4.0,3.073
7278,5.0,3.068
7279,4.0,3.064
7280,3.0,3.069
7281,4.0,3.033
7282,4.0,3.087
7283,2.0,3.032
7284,3.0,3.07
7285,5.0,3.081
7286,5.0,3.061
7287,4.0,3.055
7288,5.0,3.078
7289,2.0,3.037
7290,4.0,3.075
7291,3.0,3.01
7292,2.0,3.053
7293,5.0,3.08
7294,5.0,3.076
7295,3.0,3.067
7296,5.0,3.005
7297,3.0,3.1
7298,2.0,3.085
7299,1.0,3.07
7300,2.0,3.108
7301,4.0,3.114
7302,4.0,3.039
7303,3.0,3.083
7304,4.0,3.002
7305,5.0,3.085
7306,3.0,3.049
7307,4.0,3.071
7308,5.0,3.087
7309,4.0,3.06
7310,5.0,3.033
7311,4.0,3.069
7312,3.0,3.091
7313,4.0,3.089
7314,4.0,3.067
7315,4.0,3.055
7316,3.0,3.081
7317,4.0,3.054
7318,3.0,3.073
7319,4.0,3.094
7320,2.0,3.035
7321,3.0,3.041
7322,2.0,3.025
7323,4.0,3.06
7324,3.0,3.06
7325,4.0,3.053
7326,5.0,3.084
7327,5.0,2.935
7328,3.0,3.107
7329,4.0,3.077
7330,2.0,3.027
7331,5.0,3.059
7332,4.0,3.045
7333,4.0,3.067
7334,5.0,3.044
7335,3.0,3.033
7336,4.0,3.064
7337,3.0,3.065
7338,3.0,3.052
7339,1.0,3.078
7340,5.0,3.056
7341,5.0,3.044
7342,2.0,3.045
7343,4.0,3.058
7344,5.0,3.046
7345,5.0,3.096
7346,5.0,3.049
7347,5.0,3.051
7348,4.0,3.019
7349,5.0,3.065
7350,4.0,3.011
7351,5.0,3.025
7352,4.0,3.044
7353,5.0,2.968
7354,4.0,3.073
7355,5.0,3.099
7356,5.0,3.064
7357,4.0,3.024
7358,5.0,3.091
7359,3.0,3.003
7360,4.0,3.04
7361,4.0,3.077
7362,4.0,3.076
7363,3.0,3.108
7364,4.0,3.099
7365,4.0,3.059
7366,2.0,3.004
7367,4.0,3.077
7368,2.0,3.054
7369,5.0,3.065
7370,2.0,3.081
7371,5.0,3.079
7372,3.0,3.045
7373,5.0,3.061
7374,5.0,3.036
7375,5.0,3.067
7376,3.0,3.072
7377,3.0,3.059
7378,3.0,3.051
7379,1.0,3.041
7380,4.0,3.06
7381,2.0,3.051
7382,5.0,3.03
7383,2.0,3.077
7384,5.0,3.084
7385,3.0,2.935
7386,3.0,3.107
7387,4.0,3.077
7388,3.0,3.027
7389,3.0,3.059
7390,3.0,3.045
7391,3.0,3.045
7392,2.0,3.091
7393,4.0,3.085
7394,4.0,3.036
7395,3.0,3.044
7396,3.0,3.033
7397,3.0,3.064
7398,3.0,3.087
7399,4.0,3.072
7400,3.0,3.056
7401,3.0,3.051
7402,4.0,3.045
7403,4.0,3.096
7404,3.0,3.049
7405,5.0,3.014
7406,3.0,3.086
7407,2.0,3.019
7408,3.0,3.04
7409,3.0,3.033
7410,3.0,3.051
7411,3.0,3.013
7412,2.0,3.049
7413,4.0,3.061
7414,5.0,3.131
7415,4.0,3.091
7416,3.0,3.122
7417,3.0,3.005
7418,4.0,3.013
7419,4.0,3.071
7420,4.0,3.055
7421,3.0,2.968
7422,4.0,3.049
7423,4.0,3.05
7424,4.0,3.102
7425,4.0,3.099
7426,4.0,3.028
7427,4.0,3.05
7428,5.0,3.028
7429,3.0,3.04
7430,3.0,3.123
7431,3.0,3.062
7432,4.0,3.032
7433,3.0,3.07
7434,5.0,3.081
7435,3.0,3.054
7436,5.0,3.061
7437,4.0,3.087
7438,4.0,3.005
7439,4.0,3.078
7440,5.0,3.011
7441,4.0,3.05
7442,3.0,3.012
7443,4.0,3.075
7444,2.0,3.043
7445,3.0,3.01
7446,4.0,3.036
7447,3.0,3.063
7448,4.0,3.041
7449,4.0,3.032
7450,5.0,3.103
7451,4.0,3.005
7452,2.0,3.099
7453,3.0,3.072
7454,4.0,3.1
7455,4.0,3.114
7456,3.0,3.039
7457,4.0,3.049
7458,4.0,3.083
7459,4.0,3.085
7460,3.0,3.046
7461,4.0,3.049
7462,3.0,3.071
7463,4.0,3.046
7464,4.0,3.064
7465,3.0,3.082
7466,2.0,3.054
7467,4.0,3.06
7468,2.0,3.082
7469,3.0,3.045
7470,3.0,3.067
7471,3.0,3.036
7472,3.0,3.06
7473,2.0,3.096
7474,3.0,3.026
7475,4.0,3.069
7476,3.0,3.067
7477,4.0,3.068
7478,3.0,3.102
7479,3.0,3.054
7480,4.0,3.025
7481,2.0,3.072
7482,3.0,3.054
7483,4.0,3.044
7484,4.0,3.013
7485,3.0,3.035
7486,4.0,3.056
7487,3.0,3.025
7488,3.0,3.097
7489,3.0,3.091
7490,4.0,3.078
7491,3.0,3.055
7492,3.0,3.069
7493,4.0,3.053
7494,5.0,3.084
7495,2.0,3.051
7496,1.0,3.051
7497,3.0,3.061
7498,5.0,3.065
7499,2.0,3.091
7500,2.0,3.077
7501,4.0,3.071
7502,5.0,3.062
7503,3.0,3.069
7504,4.0,3.055
7505,3.0,3.067
7506,5.0,3.054
7507,4.0,3.092
7508,3.0,3.08
7509,5.0,3.041
7510,5.0,3.032
7511,5.0,3.004
7512,2.0,3.002
7513,4.0,3.046
7514,2.0,3.049
7515,4.0,3.079
7516,4.0,3.082
7517,5.0,3.087
7518,4.0,3.067
7519,4.0,3.055
7520,3.0,3.05
7521,3.0,3.035
7522,4.0,3.084
7523,3.0,3.107
7524,3.0,3.059
7525,4.0,3.059
7526,3.0,3.045
7527,3.0,3.116
7528,5.0,3.036
7529,4.0,3.041
7530,3.0,3.033
7531,2.0,3.093
7532,4.0,3.087
7533,4.0,3.059
7534,3.0,3.12
7535,3.0,3.027
7536,4.0,3.014
7537,4.0,3.086
7538,3.0,3.04
7539,4.0,3.073
7540,4.0,3.051
7541,4.0,3.013
7542,3.0,3.04
7543,3.0,3.039
7544,4.0,3.131
7545,3.0,3.085
7546,4.0,3.036
7547,3.0,3.091
7548,4.0,3.122
7549,4.0,3.005
7550,3.0,3.071
7551,3.0,3.06
7552,4.0,3.048
7553,3.0,3.062
7554,4.0,3.049
7555,3.0,3.05
7556,4.0,3.067
7557,4.0,3.102
7558,4.0,3.091
7559,4.0,3.099
7560,3.0,3.028
7561,5.0,3.028
7562,4.0,3.123
7563,3.0,3.033
7564,5.0,3.032
7565,4.0,3.07
7566,4.0,3.054
7567,3.0,3.061
7568,4.0,3.087
7569,4.0,3.005
7570,4.0,3.078
7571,4.0,3.011
7572,4.0,3.05
7573,3.0,3.075
7574,3.0,3.043
7575,2.0,3.094
7576,3.0,3.092
7577,4.0,3.063
7578,5.0,3.08
7579,4.0,3.076
7580,4.0,3.032
7581,3.0,3.103
7582,4.0,3.1
7583,3.0,3.063
7584,2.0,3.06
7585,4.0,3.016
7586,2.0,3.088
7587,4.0,3.049
7588,4.0,3.082
7589,3.0,3.087
7590,3.0,3.082
7591,3.0,3.081
7592,2.0,3.096
7593,4.0,3.069
7594,4.0,3.091
7595,3.0,3.068
7596,3.0,3.063
7597,4.0,3.055
7598,3.0,3.043
7599,4.0,3.044
7600,2.0,3.058
7601,3.0,3.094
7602,2.0,3.092
7603,5.0,3.084
7604,4.0,3.1
7605,4.0,3.085
7606,4.0,3.056
7607,4.0,3.044
7608,5.0,3.12
7609,3.0,3.058
7610,4.0,3.046
7611,5.0,3.049
7612,5.0,3.027
7613,4.0,3.08
7614,5.0,3.091
7615,4.0,3.077
7616,4.0,3.081
7617,4.0,3.017
7618,5.0,3.084
7619,4.0,3.1
7620,3.0,3.055
7621,3.0,3.027
7622,3.0,3.045
7623,3.0,3.085
7624,5.0,3.036
7625,3.0,3.041
7626,3.0,3.056
7627,3.0,3.096
7628,4.0,3.077
7629,2.0,3.044
7630,4.0,3.12
7631,1.0,3.015
7632,2.0,3.096
7633,4.0,3.049
7634,2.0,3.027
7635,4.0,3.11
7636,3.0,3.049
7637,4.0,3.055
7638,4.0,3.065
7639,4.0,3.08
7640,2.0,3.044
7641,4.0,3.091
7642,3.0,3.072
7643,2.0,3.065
7644,3.0,3.077
7645,4.0,3.092
7646,3.0,3.055
7647,5.0,3.041
7648,4.0,3.087
7649,3.0,3.059
7650,1.0,3.037
7651,1.0,3.004
7652,2.0,3.054
7653,3.0,3.07
7654,4.0,3.039
7655,5.0,3.035
7656,5.0,3.056
7657,4.0,3.082
7658,2.0,2.982
7659,2.0,3.018
7660,3.0,3.022
7661,3.0,3.084
7662,2.0,2.935
7663,2.0,3.077
7664,3.0,3.059
7665,3.0,3.1
7666,4.0,3.027
7667,4.0,3.059
7668,3.0,3.045
7669,2.0,3.091
7670,3.0,3.067
7671,1.0,3.085
7672,2.0,3.116
7673,2.0,3.036
7674,2.0,3.093
7675,2.0,3.064
7676,3.0,3.072
7677,2.0,3.056
7678,3.0,3.059
7679,2.0,3.051
7680,2.0,3.044
7681,3.0,3.096
7682,4.0,3.027
7683,4.0,3.11
7684,4.0,3.051
7685,4.0,3.014
7686,4.0,3.019
7687,3.0,3.04
7688,3.0,3.073
7689,4.0,3.051
7690,2.0,3.013
7691,4.0,3.049
7692,4.0,3.061
7693,4.0,3.01
7694,4.0,3.065
7695,2.0,3.068
7696,2.0,3.039
7697,4.0,3.131
7698,4.0,3.05
7699,3.0,3.085
7700,4.0,3.036
7701,4.0,3.091
7702,2.0,3.122
7703,4.0,3.005
7704,4.0,3.025
7705,5.0,3.013
7706,2.0,3.077
7707,2.0,3.071
7708,4.0,3.06
7709,4.0,3.062
7710,4.0,3.069
7711,4.0,3.055
7712,3.0,2.968
7713,4.0,3.05
7714,4.0,3.067
7715,4.0,3.102
7716,3.0,3.091
7717,4.0,3.086
7718,4.0,3.099
7719,2.0,3.076
7720,4.0,3.068
7721,3.0,3.049
7722,3.0,3.021
7723,3.0,3.061
7724,2.0,3.024
7725,3.0,3.05
7726,1.0,3.003
7727,3.0,3.028
7728,4.0,3.117
7729,2.0,3.04
7730,4.0,3.123
7731,4.0,3.062
7732,4.0,3.048
7733,4.0,3.087
7734,3.0,3.07
7735,2.0,3.054
7736,5.0,3.061
7737,2.0,3.055
7738,4.0,3.087
7739,4.0,3.005
7740,3.0,3.066
7741,4.0,3.078
7742,3.0,3.011
7743,3.0,3.077
7744,3.0,3.066
7745,4.0,3.05
7746,3.0,3.043
7747,3.0,3.044
7748,2.0,3.094
7749,4.0,3.092
7750,4.0,3.036
7751,3.0,3.063
7752,4.0,3.107
7753,4.0,3.08
7754,5.0,3.076
7755,4.0,3.032
7756,4.0,3.067
7757,4.0,3.103
7758,4.0,3.005
7759,2.0,3.1
7760,4.0,3.045
7761,3.0,3.037
7762,3.0,3.004
7763,3.0,3.054
7764,2.0,3.089
7765,3.0,3.076
7766,4.0,3.072
7767,4.0,3.1
7768,4.0,3.065
7769,4.0,3.049
7770,4.0,3.047
7771,4.0,3.049
7772,5.0,3.082
7773,5.0,3.062
7774,4.0,3.06
7775,4.0,3.087
7776,2.0,3.082
7777,4.0,3.058
7778,4.0,3.061
7779,3.0,3.06
7780,3.0,3.022
7781,3.0,3.111
7782,4.0,3.069
7783,3.0,3.091
7784,4.0,3.089
7785,4.0,3.104
7786,3.0,3.102
7787,2.0,3.055
7788,4.0,3.055
7789,5.0,3.044
7790,4.0,3.013
7791,4.0,3.05
7792,4.0,3.035
7793,4.0,3.062
7794,3.0,3.025
7795,3.0,3.109
7796,4.0,3.091
7797,4.0,3.066
7798,3.0,3.084
7799,2.0,3.1
7800,4.0,3.055
7801,3.0,3.027
7802,3.0,3.059
7803,3.0,3.045
7804,3.0,3.085
7805,3.0,3.036
7806,3.0,3.041
7807,1.0,2.997
7808,3.0,3.078
7809,5.0,3.056
7810,3.0,3.096
7811,5.0,3.044
7812,4.0,3.096
7813,5.0,3.051
7814,5.0,3.019
7815,5.0,3.04
7816,4.0,3.073
7817,5.0,3.051
7818,4.0,3.065
7819,4.0,3.122
7820,5.0,3.005
7821,5.0,3.071
7822,2.0,3.06
7823,3.0,3.044
7824,5.0,2.968
7825,3.0,3.091
7826,4.0,3.067
7827,3.0,3.102
7828,5.0,3.091
7829,3.0,3.015
7830,1.0,3.065
7831,5.0,3.028
7832,3.0,3.003
7833,5.0,3.04
7834,5.0,3.062
7835,4.0,3.033
7836,5.0,3.045
7837,3.0,3.032
7838,5.0,3.07
7839,4.0,3.054
7840,4.0,3.061
7841,1.0,3.055
7842,5.0,3.005
7843,3.0,3.078
7844,4.0,3.1
7845,3.0,3.012
7846,4.0,3.075
7847,5.0,3.092
7848,2.0,3.036
7849,4.0,3.053
7850,5.0,3.063
7851,3.0,3.108
7852,5.0,3.047
7853,5.0,3.005
7854,3.0,3.063
7855,3.0,3.087
7856,3.0,3.059
7857,3.0,3.037
7858,3.0,3.004
7859,5.0,3.039
7860,4.0,3.077
7861,3.0,3.07
7862,5.0,3.088
7863,4.0,3.1
7864,3.0,3.125
7865,5.0,3.07
7866,3.0,3.085
7867,3.0,3.081
7868,4.0,3.036
7869,5.0,3.111
7870,4.0,3.055
7871,3.0,3.055
7872,3.0,3.012
7873,3.0,3.051
7874,3.0,3.056
7875,3.0,3.051
7876,4.0,3.067
7877,4.0,3.083
7878,3.0,3.084
7879,3.0,3.1
7880,3.0,3.055
7881,5.0,3.045
7882,4.0,3.041
7883,4.0,3.056
7884,4.0,3.044
7885,2.0,3.065
7886,3.0,3.087
7887,3.0,3.059
7888,4.0,2.969
7889,5.0,3.084
7890,4.0,3.077
7891,5.0,3.059
7892,3.0,3.027
7893,5.0,3.059
7894,4.0,3.045
7895,5.0,3.045
7896,5.0,3.036
7897,5.0,3.056
7898,5.0,3.051
7899,5.0,3.051
7900,5.0,3.014
7901,5.0,3.04
7902,5.0,3.033
7903,5.0,3.051
7904,5.0,3.013
7905,5.0,3.049
7906,5.0,3.131
7907,3.0,3.036
7908,5.0,3.091
7909,5.0,3.005
7910,5.0,3.048
7911,5.0,3.051
7912,5.0,3.055
7913,4.0,3.05
7914,5.0,3.067
7915,4.0,3.029
7916,4.0,3.102
7917,5.0,3.091
7918,5.0,3.086
7919,4.0,3.076
7920,5.0,3.049
7921,3.0,3.028
7922,5.0,3.123
