,GT,Predict
10921,5.0,2.95
10922,1.0,2.982
10923,3.0,3.872
10924,5.0,3.917
10925,4.0,3.884
10926,4.0,4.286
10927,3.0,3.919
10928,2.0,3.905
10929,4.0,3.884
10930,2.0,3.992
10931,3.0,3.691
10932,4.0,3.865
10933,3.0,3.488
10934,2.0,3.816
10935,4.0,3.995
10936,4.0,3.949
10937,1.0,2.312
10938,3.0,3.743
10939,3.0,4.355
10940,4.0,3.546
10941,5.0,3.954
10942,3.0,3.647
10943,3.0,3.53
10944,3.0,3.731
10945,4.0,3.582
10946,5.0,4.229
10947,4.0,3.651
10948,5.0,4.192
10949,4.0,3.708
10950,2.0,3.847
10951,3.0,3.423
10952,4.0,3.615
10953,3.0,3.27
10954,2.0,3.868
10955,4.0,3.318
10956,3.0,3.881
10957,5.0,3.689
10958,5.0,4.197
10959,4.0,3.725
10960,4.0,4.497
10961,4.0,3.874
10962,5.0,3.862
10963,3.0,3.303
10964,3.0,3.634
10965,4.0,4.063
10966,4.0,4.197
10967,5.0,3.896
10968,3.0,3.381
10969,4.0,3.709
10970,5.0,3.778
10971,4.0,3.475
10972,4.0,3.557
10973,5.0,4.123
10974,4.0,3.66
10975,4.0,2.916
10976,5.0,3.397
10977,3.0,2.859
10978,3.0,2.792
10979,5.0,3.683
10980,4.0,3.334
10981,2.0,2.682
10982,5.0,3.673
10983,2.0,2.526
10984,5.0,3.142
10985,5.0,3.715
10986,2.0,2.622
10987,5.0,3.27
10988,4.0,3.869
10989,5.0,3.812
10990,4.0,3.222
10991,4.0,3.617
10992,3.0,3.235
10993,2.0,3.681
10994,3.0,3.024
10995,4.0,2.704
10996,2.0,2.547
10997,4.0,3.604
10998,5.0,3.458
10999,4.0,3.297
11000,5.0,3.202
11001,4.0,3.694
11002,5.0,4.165
11003,5.0,4.037
11004,5.0,4.073
11005,4.0,3.537
11006,5.0,3.47
11007,5.0,3.256
11008,5.0,3.894
11009,5.0,4.294
11010,2.0,2.799
11011,3.0,2.916
11012,4.0,3.098
11013,4.0,3.889
11014,4.0,3.159
11015,3.0,2.649
11016,5.0,4.013
11017,3.0,3.87
11018,4.0,3.564
11019,5.0,3.875
11020,4.0,3.355
11021,5.0,3.358
11022,5.0,3.155
11023,5.0,3.577
11024,4.0,3.157
11025,5.0,3.838
11026,3.0,3.942
11027,4.0,3.425
11028,2.0,2.795
11029,5.0,3.352
11030,4.0,3.298
11031,3.0,2.994
11032,4.0,3.117
11033,5.0,3.679
11034,5.0,4.241
11035,4.0,3.371
11036,2.0,2.912
11037,3.0,3.587
11038,5.0,3.357
11039,4.0,3.651
11040,4.0,2.228
11041,3.0,3.608
11042,5.0,3.239
11043,5.0,3.866
11044,5.0,3.729
11045,5.0,4.174
11046,5.0,2.974
11047,5.0,4.143
11048,5.0,3.565
11049,4.0,3.706
11050,5.0,3.254
11051,5.0,3.813
11052,4.0,3.296
11053,3.0,2.632
11054,4.0,3.186
11055,1.0,2.898
11056,4.0,3.265
11057,5.0,3.914
11058,5.0,3.338
11059,4.0,3.454
11060,3.0,3.407
11061,4.0,3.541
11062,3.0,2.658
11063,5.0,4.055
11064,4.0,2.702
11065,5.0,4.069
11066,2.0,3.055
11067,4.0,3.613
11068,4.0,3.86
11069,5.0,3.538
11070,4.0,3.48
11071,3.0,3.183
11072,1.0,2.445
11073,4.0,3.241
11074,5.0,3.637
11075,5.0,3.321
11076,5.0,3.784
11077,5.0,3.696
11078,5.0,3.371
11079,5.0,2.803
11080,5.0,3.843
11081,5.0,3.148
11082,5.0,3.533
11083,3.0,2.725
11084,4.0,3.022
11085,4.0,3.367
11086,4.0,3.275
11087,3.0,2.642
11088,3.0,3.142
11089,4.0,3.635
11090,3.0,3.686
11091,5.0,3.058
11092,3.0,3.126
11093,3.0,2.773
11094,4.0,3.074
11095,3.0,3.241
11096,4.0,3.842
11097,4.0,3.06
11098,5.0,3.428
11099,4.0,2.949
11100,5.0,4.029
11101,2.0,2.718
11102,4.0,3.274
11103,2.0,3.591
11104,2.0,2.909
11105,4.0,4.043
11106,5.0,3.813
11107,5.0,3.807
11108,5.0,3.461
11109,5.0,3.698
11110,2.0,3.65
11111,5.0,3.926
11112,5.0,3.193
11113,3.0,2.645
11114,5.0,3.357
11115,5.0,3.744
11116,4.0,3.451
11117,4.0,3.97
11118,3.0,3.569
11119,3.0,3.014
11120,5.0,3.758
11121,5.0,3.228
11122,2.0,2.654
11123,5.0,4.085
11124,3.0,2.781
11125,4.0,3.75
11126,4.0,3.709
11127,5.0,3.326
11128,5.0,3.601
11129,5.0,4.037
11130,4.0,3.514
11131,4.0,4.058
11132,4.0,3.428
11133,3.0,4.077
11134,5.0,3.353
11135,5.0,4.152
11136,5.0,3.48
11137,3.0,3.299
11138,5.0,4.139
11139,3.0,2.87
11140,3.0,3.741
11141,3.0,3.577
11142,4.0,3.793
11143,4.0,3.795
11144,2.0,2.377
11145,5.0,3.891
11146,5.0,3.925
11147,3.0,3.704
11148,3.0,3.48
11149,3.0,2.213
11150,4.0,3.504
11151,4.0,2.82
11152,4.0,3.286
11153,2.0,3.089
11154,2.0,2.855
11155,5.0,4.449
11156,3.0,3.073
11157,1.0,2.063
11158,3.0,3.332
11159,4.0,3.151
11160,5.0,3.327
11161,4.0,3.639
11162,4.0,3.366
11163,4.0,3.215
11164,3.0,3.408
11165,2.0,3.247
11166,4.0,3.434
11167,2.0,2.383
11168,4.0,2.818
11169,5.0,3.129
11170,4.0,3.749
11171,5.0,4.132
11172,3.0,3.016
11173,2.0,3.035
11174,5.0,4.017
11175,4.0,2.915
11176,4.0,3.375
11177,4.0,3.437
11178,3.0,3.247
11179,4.0,2.776
11180,3.0,3.712
11181,4.0,3.605
11182,3.0,3.183
11183,4.0,3.101
11184,5.0,3.957
11185,4.0,2.873
11186,4.0,3.376
11187,5.0,4.098
11188,4.0,3.479
11189,4.0,3.484
11190,5.0,3.307
11191,5.0,3.717
11192,3.0,2.628
11193,5.0,3.485
11194,3.0,3.292
11195,5.0,4.266
11196,3.0,3.156
11197,4.0,3.632
11198,5.0,3.843
11199,5.0,3.589
11200,4.0,3.306
11201,5.0,3.8
11202,4.0,2.888
11203,3.0,3.541
11204,5.0,4.379
11205,4.0,3.707
11206,4.0,3.921
11207,4.0,3.82
11208,5.0,3.536
11209,3.0,3.121
11210,4.0,3.402
11211,4.0,3.891
11212,5.0,3.854
11213,4.0,3.726
11214,2.0,3.189
11215,4.0,3.997
11216,5.0,3.577
11217,4.0,3.304
11218,4.0,4.031
11219,4.0,3.756
11220,4.0,3.22
11221,4.0,3.942
11222,4.0,3.621
11223,5.0,3.697
11224,4.0,3.877
11225,4.0,3.162
11226,5.0,3.474
11227,4.0,3.543
11228,4.0,3.642
11229,4.0,3.904
11230,5.0,3.899
11231,5.0,3.905
11232,2.0,3.283
11233,5.0,4.151
11234,4.0,3.632
11235,4.0,3.355
11236,5.0,3.981
11237,4.0,3.868
11238,5.0,4.353
11239,5.0,3.318
11240,3.0,3.81
11241,3.0,3.184
11242,5.0,3.904
11243,4.0,3.286
11244,3.0,3.103
11245,5.0,4.143
11246,3.0,3.209
11247,5.0,3.847
11248,4.0,3.664
11249,5.0,3.614
11250,5.0,3.289
11251,5.0,3.647
11252,5.0,4.067
11253,4.0,3.504
11254,4.0,4.162
11255,4.0,3.919
11256,4.0,4.189
11257,3.0,3.942
11258,4.0,3.778
11259,3.0,3.501
11260,3.0,3.133
11261,3.0,3.788
11262,4.0,3.736
11263,2.0,3.269
11264,4.0,4.367
11265,3.0,3.816
11266,3.0,3.608
11267,3.0,2.45
11268,3.0,3.914
11269,4.0,3.401
11270,5.0,4.033
11271,2.0,3.009
11272,3.0,3.419
11273,2.0,3.027
11274,5.0,3.718
11275,2.0,2.706
11276,4.0,3.866
11277,5.0,3.812
11278,4.0,3.828
11279,3.0,3.948
11280,3.0,2.438
11281,3.0,2.758
11282,2.0,2.677
11283,2.0,3.356
11284,3.0,3.428
11285,4.0,3.398
11286,4.0,3.189
11287,5.0,3.19
11288,4.0,2.641
11289,5.0,3.864
11290,5.0,2.246
11291,4.0,2.77
11292,4.0,3.537
11293,3.0,4.066
11294,4.0,2.432
11295,4.0,2.846
11296,4.0,2.665
11297,5.0,2.959
11298,4.0,3.416
11299,2.0,3.186
11300,4.0,3.162
11301,2.0,3.594
11302,1.0,3.01
11303,4.0,3.068
11304,3.0,2.685
11305,1.0,3.497
11306,4.0,3.549
11307,1.0,2.944
11308,4.0,3.131
11309,5.0,2.493
11310,1.0,3.225
11311,4.0,2.853
11312,3.0,4.025
11313,3.0,2.875
11314,4.0,3.676
11315,5.0,3.269
11316,4.0,3.303
11317,1.0,2.809
11318,4.0,2.823
11319,4.0,3.233
11320,2.0,3.225
11321,2.0,2.335
11322,5.0,3.389
11323,4.0,2.661
11324,5.0,2.687
11325,1.0,3.179
11326,1.0,3.625
11327,3.0,3.236
11328,1.0,2.484
11329,4.0,3.345
11330,4.0,3.921
11331,4.0,3.122
11332,4.0,3.813
11333,3.0,3.879
11334,2.0,3.108
11335,5.0,3.66
11336,4.0,3.825
11337,4.0,3.765
11338,5.0,3.786
11339,3.0,3.682
11340,5.0,3.775
11341,3.0,2.976
11342,5.0,3.741
11343,5.0,4.185
11344,4.0,3.958
11345,2.0,2.684
11346,4.0,3.702
11347,5.0,3.965
11348,4.0,3.64
11349,4.0,3.923
11350,4.0,3.729
11351,3.0,3.902
11352,4.0,3.843
11353,5.0,4.167
11354,4.0,4.078
11355,2.0,3.595
11356,4.0,4.059
11357,4.0,3.53
11358,2.0,2.52
11359,1.0,2.704
11360,2.0,3.251
11361,5.0,4.1
11362,4.0,3.811
11363,4.0,3.646
11364,1.0,2.679
11365,4.0,3.663
11366,5.0,4.092
11367,3.0,3.29
11368,5.0,3.61
11369,5.0,4.223
11370,4.0,4.045
11371,5.0,3.761
11372,4.0,3.783
11373,4.0,3.836
11374,3.0,4.105
11375,1.0,2.619
11376,3.0,3.919
11377,3.0,3.711
11378,3.0,3.635
11379,5.0,3.756
11380,4.0,3.823
11381,5.0,3.654
11382,5.0,4.207
11383,2.0,2.7
11384,4.0,3.773
11385,3.0,3.721
11386,3.0,3.872
11387,4.0,2.947
11388,5.0,3.44
11389,3.0,3.117
11390,5.0,3.685
11391,5.0,3.903
11392,4.0,3.071
11393,4.0,3.876
11394,2.0,3.438
11395,3.0,3.898
11396,3.0,2.722
11397,4.0,3.788
11398,5.0,4.432
11399,4.0,3.918
11400,2.0,3.218
11401,5.0,4.083
11402,4.0,3.037
11403,5.0,3.771
11404,4.0,3.552
11405,4.0,3.837
11406,3.0,2.971
11407,3.0,2.996
11408,2.0,2.722
11409,4.0,3.974
11410,4.0,4.016
11411,4.0,2.495
11412,1.0,2.698
11413,3.0,3.172
11414,4.0,3.772
11415,3.0,3.554
11416,5.0,3.678
11417,2.0,3.482
11418,1.0,3.212
11419,4.0,4.101
11420,3.0,4.093
11421,4.0,3.941
11422,5.0,4.352
11423,5.0,3.7
11424,5.0,3.612
11425,3.0,3.671
11426,4.0,3.744
11427,4.0,3.245
11428,4.0,3.112
11429,3.0,3.744
11430,5.0,3.485
11431,4.0,3.918
11432,5.0,3.65
11433,4.0,3.927
11434,4.0,3.671
11435,3.0,3.789
11436,5.0,3.814
11437,5.0,3.9
11438,5.0,3.923
11439,4.0,3.926
11440,3.0,3.739
11441,4.0,4.413
11442,5.0,3.645
11443,3.0,3.794
11444,5.0,3.535
11445,3.0,3.534
11446,5.0,4.394
11447,4.0,3.443
11448,4.0,3.903
11449,3.0,3.961
11450,5.0,3.872
11451,3.0,3.64
11452,4.0,3.633
11453,3.0,3.77
11454,3.0,3.612
11455,3.0,4.09
11456,5.0,4.14
11457,5.0,3.702
11458,5.0,3.849
11459,3.0,3.447
11460,4.0,3.933
11461,4.0,4.149
11462,5.0,3.95
11463,3.0,3.968
11464,3.0,3.927
11465,3.0,3.291
11466,4.0,3.138
11467,4.0,3.302
11468,3.0,3.767
11469,4.0,4.036
11470,4.0,3.955
11471,3.0,3.597
11472,4.0,3.451
11473,4.0,3.292
11474,4.0,3.614
11475,4.0,3.898
11476,4.0,3.86
11477,4.0,3.783
11478,5.0,3.84
11479,4.0,3.651
11480,4.0,3.632
11481,2.0,4.234
11482,3.0,3.273
11483,2.0,3.808
11484,5.0,3.842
11485,5.0,3.842
11486,5.0,4.002
11487,4.0,3.43
11488,3.0,3.399
11489,4.0,3.78
11490,4.0,3.949
11491,5.0,4.018
11492,3.0,3.81
11493,4.0,3.723
11494,4.0,3.588
11495,3.0,3.743
11496,3.0,3.938
11497,5.0,3.522
11498,4.0,4.04
11499,5.0,4.073
11500,3.0,3.335
11501,4.0,3.382
11502,4.0,3.147
11503,3.0,3.017
11504,5.0,3.289
11505,5.0,4.045
11506,5.0,4.175
11507,1.0,3.171
11508,4.0,2.938
11509,3.0,3.533
11510,3.0,3.087
11511,4.0,3.587
11512,4.0,3.407
11513,4.0,3.671
11514,4.0,4.119
11515,3.0,3.402
11516,3.0,4.199
11517,3.0,3.294
11518,4.0,2.913
11519,2.0,2.307
11520,4.0,3.087
11521,3.0,3.417
11522,2.0,2.994
11523,3.0,3.422
11524,3.0,3.359
11525,4.0,3.251
11526,3.0,3.249
11527,3.0,3.649
11528,4.0,3.887
11529,4.0,4.217
11530,3.0,4.069
11531,3.0,2.904
11532,4.0,3.297
11533,3.0,4.115
11534,2.0,2.508
11535,5.0,3.349
11536,4.0,3.097
11537,3.0,3.247
11538,3.0,2.844
11539,3.0,3.452
11540,2.0,3.314
11541,3.0,2.96
11542,3.0,2.683
11543,3.0,3.57
11544,2.0,3.06
11545,3.0,3.603
11546,3.0,3.587
11547,3.0,3.377
11548,4.0,3.027
11549,2.0,2.597
11550,4.0,3.532
11551,3.0,3.12
11552,2.0,3.053
11553,3.0,2.708
11554,3.0,3.025
11555,3.0,3.975
11556,4.0,2.91
11557,2.0,3.171
11558,5.0,3.181
11559,3.0,3.898
11560,3.0,3.048
11561,4.0,3.586
11562,2.0,2.543
11563,3.0,2.563
11564,1.0,2.624
11565,1.0,2.12
11566,3.0,3.134
11567,3.0,3.016
11568,3.0,3.85
11569,3.0,2.338
11570,4.0,3.638
11571,2.0,2.121
11572,4.0,3.357
11573,2.0,3.299
11574,3.0,2.435
11575,2.0,3.367
11576,3.0,2.732
11577,4.0,3.589
11578,2.0,3.077
11579,2.0,3.221
11580,4.0,3.328
11581,4.0,3.255
11582,4.0,2.93
11583,3.0,3.055
11584,1.0,3.532
11585,3.0,2.891
11586,3.0,4.075
11587,4.0,3.592
11588,2.0,3.714
11589,4.0,2.921
11590,1.0,2.212
11591,2.0,2.723
11592,4.0,3.702
11593,4.0,2.388
11594,4.0,3.293
11595,2.0,2.802
11596,4.0,2.684
11597,3.0,3.704
11598,4.0,3.468
11599,3.0,4.365
11600,3.0,3.651
11601,3.0,4.078
11602,5.0,4.249
11603,1.0,3.211
11604,4.0,3.555
11605,3.0,2.413
11606,4.0,3.544
11607,2.0,3.652
11608,4.0,4.229
11609,5.0,2.673
11610,5.0,3.042
11611,4.0,3.04
11612,5.0,4.092
11613,3.0,3.097
11614,1.0,3.3
11615,3.0,3.621
11616,3.0,4.077
11617,4.0,3.566
11618,4.0,2.424
11619,5.0,3.419
11620,4.0,3.235
11621,4.0,3.414
11622,5.0,3.345
11623,2.0,2.521
11624,1.0,2.624
11625,1.0,2.899
11626,4.0,3.628
11627,2.0,3.021
11628,4.0,3.633
11629,1.0,3.624
11630,4.0,3.506
11631,3.0,4.268
11632,4.0,3.467
11633,2.0,3.764
11634,4.0,3.572
11635,2.0,3.441
11636,3.0,3.428
11637,1.0,2.625
11638,3.0,3.548
11639,3.0,2.961
11640,2.0,3.089
11641,5.0,4.147
11642,3.0,3.651
11643,2.0,3.545
11644,3.0,3.769
11645,3.0,3.211
11646,4.0,3.809
11647,2.0,3.558
11648,1.0,2.729
11649,5.0,4.064
11650,4.0,3.784
11651,3.0,3.731
11652,5.0,4.071
11653,2.0,3.327
11654,5.0,3.773
11655,5.0,3.736
11656,4.0,3.411
11657,2.0,3.386
11658,2.0,3.368
11659,3.0,3.111
11660,1.0,3.004
11661,3.0,3.793
11662,2.0,2.694
11663,4.0,3.778
11664,5.0,4.318
11665,5.0,3.805
11666,3.0,2.472
11667,2.0,3.286
11668,2.0,2.599
11669,5.0,4.114
11670,3.0,3.419
11671,4.0,3.731
11672,5.0,3.737
11673,2.0,3.616
11674,4.0,3.061
11675,5.0,3.434
11676,2.0,2.629
11677,5.0,3.48
11678,5.0,4.041
11679,2.0,3.668
11680,2.0,2.472
11681,3.0,3.508
11682,3.0,2.359
11683,4.0,4.156
11684,1.0,2.55
11685,5.0,3.373
11686,5.0,3.952
11687,4.0,4.032
11688,3.0,3.231
11689,2.0,3.159
11690,2.0,2.81
11691,4.0,3.482
11692,2.0,2.705
11693,2.0,3.796
11694,4.0,2.501
11695,4.0,3.114
11696,2.0,3.303
11697,1.0,3.242
11698,3.0,3.621
11699,2.0,4.034
11700,3.0,3.437
11701,4.0,4.096
11702,1.0,3.912
11703,3.0,3.314
11704,2.0,3.306
11705,2.0,2.988
11706,4.0,2.98
11707,5.0,4.052
11708,5.0,3.816
11709,5.0,3.888
11710,3.0,3.401
11711,2.0,3.575
11712,1.0,2.996
11713,4.0,3.645
11714,3.0,3.86
11715,4.0,3.267
11716,2.0,3.631
11717,4.0,3.48
11718,3.0,3.185
11719,5.0,2.648
11720,3.0,4.08
11721,3.0,3.296
11722,3.0,3.738
11723,3.0,3.081
11724,4.0,3.102
11725,3.0,3.072
11726,4.0,3.876
11727,3.0,3.003
11728,5.0,3.74
11729,4.0,4.15
11730,4.0,3.511
11731,4.0,3.792
11732,4.0,3.878
11733,2.0,3.717
11734,2.0,3.312
11735,4.0,3.249
11736,5.0,4.092
11737,2.0,3.682
11738,4.0,4.034
11739,2.0,3.738
11740,4.0,3.931
11741,4.0,3.316
11742,5.0,3.797
11743,3.0,3.928
11744,4.0,3.471
11745,3.0,3.525
11746,4.0,3.773
11747,2.0,3.695
11748,5.0,3.809
11749,4.0,3.166
11750,4.0,3.019
11751,5.0,3.849
11752,3.0,3.8
11753,3.0,3.694
11754,3.0,3.484
11755,4.0,3.132
11756,2.0,3.136
11757,3.0,3.601
11758,4.0,3.283
11759,3.0,3.983
11760,4.0,3.573
11761,1.0,3.118
11762,4.0,3.974
11763,5.0,3.535
11764,1.0,2.967
11765,1.0,3.448
11766,4.0,2.971
11767,3.0,3.043
11768,2.0,2.892
11769,4.0,3.215
11770,2.0,3.367
11771,2.0,3.16
11772,2.0,3.547
11773,4.0,3.672
11774,4.0,3.878
11775,1.0,2.73
11776,3.0,4.019
11777,1.0,2.331
11778,3.0,3.241
11779,4.0,3.336
11780,3.0,3.747
11781,4.0,3.828
11782,3.0,2.683
11783,2.0,3.621
11784,1.0,3.107
11785,1.0,2.608
11786,1.0,2.666
11787,3.0,3.727
11788,3.0,3.782
11789,4.0,3.445
11790,2.0,3.688
11791,5.0,4.359
11792,3.0,3.173
11793,3.0,2.759
11794,3.0,3.455
11795,4.0,3.546
11796,3.0,4.086
11797,1.0,2.974
11798,3.0,4.21
11799,3.0,3.584
11800,4.0,3.705
11801,2.0,3.349
11802,1.0,3.241
11803,2.0,3.705
11804,3.0,4.064
11805,3.0,3.564
11806,2.0,3.603
11807,3.0,4.065
11808,5.0,4.15
11809,4.0,3.809
11810,5.0,3.658
11811,4.0,3.535
11812,2.0,4.199
11813,2.0,3.042
11814,4.0,3.551
11815,5.0,4.244
11816,5.0,3.428
11817,4.0,3.852
11818,5.0,3.88
11819,5.0,3.805
11820,3.0,3.51
11821,3.0,3.828
11822,5.0,3.993
11823,4.0,3.648
11824,3.0,4.408
11825,3.0,3.333
11826,4.0,2.565
11827,3.0,3.811
11828,3.0,4.104
11829,3.0,3.563
11830,3.0,3.839
11831,3.0,3.714
11832,1.0,3.633
11833,4.0,3.12
11834,2.0,3.329
11835,1.0,3.58
11836,5.0,3.314
11837,3.0,4.184
11838,4.0,3.589
11839,4.0,3.788
11840,4.0,4.038
11841,4.0,3.498
11842,2.0,3.262
11843,5.0,4.232
11844,3.0,3.406
11845,3.0,3.349
11846,3.0,2.972
11847,3.0,3.562
11848,2.0,3.179
11849,3.0,3.503
11850,3.0,3.898
11851,4.0,3.784
11852,5.0,3.898
11853,4.0,4.063
11854,4.0,4.188
11855,4.0,4.359
11856,4.0,3.532
11857,5.0,3.847
11858,4.0,3.651
11859,5.0,4.111
11860,5.0,3.63
11861,3.0,3.479
11862,4.0,3.838
11863,4.0,2.741
11864,5.0,3.59
11865,5.0,3.837
11866,5.0,4.188
11867,4.0,3.324
11868,4.0,4.158
11869,4.0,3.351
11870,4.0,3.936
11871,3.0,3.399
11872,5.0,3.774
11873,4.0,2.986
11874,3.0,3.233
11875,4.0,4.226
11876,3.0,3.59
11877,5.0,3.778
11878,2.0,2.694
11879,4.0,4.069
11880,4.0,3.463
11881,5.0,3.704
11882,5.0,3.981
11883,4.0,4.201
11884,3.0,3.154
11885,5.0,3.644
11886,4.0,4.204
11887,3.0,3.9
11888,5.0,4.003
11889,4.0,3.615
11890,2.0,3.003
11891,3.0,3.397
11892,4.0,3.77
11893,4.0,3.346
11894,4.0,3.746
11895,5.0,3.708
11896,4.0,3.488
11897,3.0,3.056
11898,3.0,3.034
11899,4.0,3.145
11900,3.0,2.592
11901,3.0,3.461
11902,5.0,4.399
11903,4.0,3.834
11904,5.0,3.21
11905,4.0,3.716
11906,3.0,3.44
11907,4.0,3.52
11908,4.0,2.841
11909,5.0,3.752
11910,3.0,3.019
11911,3.0,3.287
11912,3.0,3.512
11913,5.0,4.122
11914,4.0,3.047
11915,5.0,4.002
11916,4.0,3.942
11917,5.0,3.341
11918,3.0,3.832
11919,4.0,3.907
11920,3.0,2.478
11921,4.0,3.589
11922,4.0,3.576
11923,3.0,3.678
11924,5.0,4.46
11925,4.0,3.261
11926,3.0,2.747
11927,2.0,4.004
11928,1.0,3.008
11929,2.0,3.612
11930,4.0,3.788
11931,4.0,3.353
11932,4.0,3.83
11933,4.0,3.518
11934,3.0,3.747
11935,1.0,3.341
11936,4.0,3.375
11937,2.0,3.604
11938,4.0,3.538
11939,4.0,3.376
11940,3.0,3.25
11941,5.0,3.123
11942,5.0,4.088
11943,4.0,3.395
11944,5.0,3.595
11945,4.0,3.259
11946,1.0,2.992
11947,5.0,3.501
11948,4.0,3.916
11949,4.0,3.937
11950,2.0,3.865
11951,4.0,3.932
11952,2.0,2.395
11953,5.0,3.573
11954,5.0,3.761
11955,4.0,3.629
11956,5.0,3.284
11957,4.0,3.575
11958,5.0,4.044
11959,4.0,3.87
11960,3.0,3.238
11961,3.0,3.679
11962,4.0,3.231
11963,4.0,3.46
11964,3.0,3.789
11965,3.0,3.792
11966,4.0,3.951
11967,2.0,3.187
11968,4.0,3.493
11969,3.0,3.079
11970,4.0,4.167
11971,4.0,3.247
11972,4.0,3.556
11973,4.0,3.753
11974,3.0,3.455
11975,4.0,3.273
11976,4.0,3.929
11977,2.0,4.065
11978,4.0,3.836
11979,3.0,4.37
11980,4.0,4.147
11981,2.0,3.791
11982,4.0,3.646
11983,4.0,4.026
11984,3.0,3.492
11985,4.0,3.984
11986,2.0,3.568
11987,5.0,3.879
11988,3.0,3.643
11989,3.0,3.566
11990,4.0,3.902
11991,4.0,4.087
11992,4.0,3.639
11993,2.0,3.535
11994,3.0,3.158
11995,1.0,3.004
11996,1.0,2.954
11997,4.0,3.67
11998,5.0,3.934
11999,4.0,4.096
12000,4.0,4.087
12001,4.0,4.043
12002,4.0,3.972
12003,5.0,4.083
12004,4.0,4.372
12005,3.0,3.83
12006,3.0,3.696
12007,4.0,3.713
12008,4.0,3.559
12009,3.0,3.012
12010,3.0,3.761
12011,3.0,3.248
12012,2.0,3.335
12013,3.0,3.53
12014,3.0,4.123
12015,4.0,3.836
12016,4.0,4.17
12017,3.0,2.475
12018,3.0,3.904
12019,2.0,3.455
12020,3.0,3.674
12021,3.0,4.16
12022,2.0,3.275
12023,3.0,3.787
12024,4.0,3.279
12025,3.0,3.736
12026,3.0,3.428
12027,1.0,3.081
12028,4.0,3.88
12029,5.0,3.665
12030,2.0,3.019
12031,5.0,3.851
12032,2.0,2.931
12033,2.0,2.609
12034,2.0,3.288
12035,3.0,3.572
12036,4.0,3.599
12037,5.0,3.788
12038,5.0,3.987
12039,2.0,3.281
12040,1.0,3.216
12041,4.0,4.104
12042,4.0,3.985
12043,1.0,3.235
12044,4.0,3.972
12045,4.0,3.842
12046,4.0,3.088
12047,4.0,4.402
12048,2.0,2.829
12049,3.0,3.781
12050,3.0,3.815
12051,4.0,3.76
12052,3.0,3.526
12053,2.0,3.541
12054,4.0,3.444
12055,5.0,3.444
12056,3.0,2.884
12057,3.0,3.748
12058,4.0,3.651
12059,4.0,4.007
12060,2.0,3.15
12061,4.0,4.263
12062,5.0,3.926
12063,2.0,3.082
12064,4.0,3.692
12065,4.0,3.757
12066,3.0,3.763
12067,2.0,2.421
12068,3.0,3.584
12069,2.0,3.939
12070,2.0,3.118
12071,5.0,3.944
12072,4.0,3.122
12073,4.0,4.074
12074,3.0,3.894
12075,4.0,3.64
12076,4.0,4.095
12077,4.0,3.246
12078,5.0,3.653
12079,5.0,4.458
12080,4.0,4.347
12081,3.0,3.519
12082,4.0,4.24
12083,3.0,3.408
12084,3.0,3.293
12085,3.0,3.595
12086,1.0,2.884
12087,3.0,3.654
12088,4.0,3.827
12089,4.0,3.689
12090,2.0,2.947
12091,3.0,3.887
12092,1.0,2.347
12093,4.0,3.611
12094,3.0,3.967
12095,4.0,3.299
12096,4.0,3.363
12097,2.0,3.457
12098,5.0,4.197
12099,1.0,3.352
12100,4.0,3.106
12101,5.0,3.801
12102,3.0,3.661
12103,5.0,3.706
12104,2.0,3.833
12105,4.0,3.306
12106,5.0,3.851
12107,1.0,3.732
12108,4.0,3.865
12109,4.0,3.306
12110,2.0,2.991
12111,3.0,3.507
12112,3.0,4.211
12113,1.0,3.534
12114,5.0,3.823
12115,5.0,4.081
12116,1.0,3.541
12117,3.0,3.353
12118,5.0,3.665
12119,3.0,3.411
12120,4.0,4.167
12121,5.0,3.775
12122,4.0,2.766
12123,4.0,3.2
12124,5.0,4.001
12125,4.0,4.242
12126,4.0,3.541
12127,4.0,3.919
12128,4.0,3.145
12129,4.0,2.933
12130,3.0,2.573
12131,1.0,3.251
12132,1.0,2.838
12133,4.0,3.193
12134,3.0,3.803
12135,4.0,3.955
12136,4.0,3.648
12137,5.0,4.07
12138,4.0,4.04
12139,4.0,3.297
12140,1.0,3.524
12141,5.0,3.485
12142,2.0,4.097
12143,3.0,3.565
12144,2.0,3.104
12145,2.0,3.185
12146,4.0,4.353
12147,4.0,3.493
12148,3.0,3.558
12149,4.0,3.566
12150,3.0,3.762
12151,3.0,3.679
12152,5.0,3.5
12153,4.0,2.677
12154,5.0,3.491
12155,4.0,3.673
12156,5.0,3.296
12157,3.0,3.963
12158,4.0,3.42
12159,3.0,2.618
12160,4.0,3.622
12161,4.0,3.877
12162,4.0,3.566
12163,3.0,3.736
12164,4.0,3.023
12165,5.0,3.921
12166,3.0,3.082
12167,3.0,3.41
12168,2.0,3.017
12169,4.0,3.017
12170,4.0,3.914
12171,2.0,3.067
12172,3.0,4.028
12173,3.0,2.796
12174,3.0,3.715
12175,4.0,3.12
12176,3.0,2.617
12177,4.0,3.344
12178,3.0,4.106
12179,1.0,2.925
12180,4.0,3.64
12181,4.0,3.986
12182,4.0,4.335
12183,3.0,3.782
12184,4.0,3.872
12185,3.0,3.275
12186,5.0,3.844
12187,2.0,3.295
12188,5.0,3.357
12189,3.0,3.749
12190,4.0,3.762
12191,2.0,3.204
12192,5.0,3.964
